"","CaseId","WEIGHT","P_CARLSON_EXP","P_WAYNE_EXP","P_WAYNE_EXP2","P_RELIG","P_ATTEND","P_SINCLAIR_EXP1","RND_00","ADS1","ADS2","CARLSON1","SCREENER","WAYNE1","WAYNE1_TOTALTIME","WAYNE2","WAYNE2_TOTALTIME","WAYNE3","WAYNE3_TOTALTIME","DISPLAY_WAYNE","DISPLAY_WAYNE_TOTALTIME","WAYNE45_ORDER1","WAYNE45_ORDER2","WAYNE4_TOTALTIME","WAYNE4","WAYNE5_TOTALTIME","WAYNE5","WAYNE6","RAN_WAYNE7_1A","RAN_WAYNE7_1B","WAYNE7_1","WAYNE7_1_TOTALTIME","RAN_WAYNE7_2A","RAN_WAYNE7_2B","WAYNE7_2","WAYNE7_2_TOTALTIME","WAYNE8","RAN_WAYNE9A","RAN_WAYNE9B","WAYNE9","WAYNE9_TOTALTIME","WAYNE10","WAYNE1112_ORDER1","WAYNE1112_ORDER2","WAYNE11","WAYNE12","WAYNE13_ORDER1","WAYNE13_ORDER2","WAYNE13_ORDER3","WAYNE13_ORDER4","WAYNE13_ORDER5","WAYNE13_ORDER6","WAYNE13_ORDER7","WAYNE13_ORDER8","WAYNE13_ORDER9","WAYNE13_A","WAYNE13_B","WAYNE13_C","WAYNE13_D","WAYNE13_E","WAYNE13_F","WAYNE13_G","WAYNE13_H","WAYNE13_I","COLLINS3","COLLINS4","COLLINS5_ORDER1","COLLINS5_ORDER2","COLLINS5_ORDER3","COLLINS5_ORDER4","COLLINS5_ORDER5","COLLINS5A","COLLINS5B","COLLINS5C","COLLINS5D","COLLINS5E","COLLINS6_ORDER1","COLLINS6_ORDER2","COLLINS6_ORDER3","COLLINS6_ORDER4","COLLINS6_ORDER5","COLLINS6_ORDER6","COLLINS6A","COLLINS6B","COLLINS6C","COLLINS6D","COLLINS6E","COLLINS6F","COLLINS7","COLLINS8","COLLINS9","COLLINS10","COLLINS1","COLLINS2","COLLINS11","COLLINS12","COLLINS13","COLLINS14","COLLINS1516_ORDER1","COLLINS1516_ORDER2","COLLINS15","COLLINS16","CARLSON2","CARLSON2_TOTALTIME","CARLSON3","RAN_CARLSON4A","RAN_CARLSON4B","RAN_CARLSON4C","CARLSON4","ADS3_ORDER1","ADS3_ORDER2","ADS3_ORDER3","ADS3_A","ADS3_B","ADS3_C","ADS4_ORDER1","ADS4_ORDER2","ADS4_ORDER3","ADS4_ORDER4","ADS4_ORDER5","ADS4_ORDER6","ADS4_ORDER7","ADS4_ORDER8","ADS4_ORDER9","ADS4_ORDER10","ADS4_ORDER11","ADS4_ORDER12","ADS4_ORDER13","ADS4_ORDER14","ADS4_ORDER15","ADS4_ORDER16","ADS4_ORDER17","ADS4_ORDER18","ADS4_ORDER19","ADS4_ORDER20","ADS4_A","ADS4_B","ADS4_C","ADS4_D","ADS4_E","ADS4_F","ADS4_G","ADS4_H","ADS4_I","ADS4_J","ADS4_K","ADS4_L","ADS4_M","ADS4_N","ADS4_O","ADS4_P","ADS4_Q","ADS4_R","ADS4_S","ADS4_T","ADS512_ORDER1","ADS512_ORDER2","ADS512_ORDER3","ADS512_ORDER4","ADS512_ORDER5","ADS512_ORDER6","ADS512_ORDER7","ADS5","ADS6","ADS7","ADS8","ADS9","ADS11","ADS12","CARLSON5","RAN_SINCLAIR1A","RAN_SINCLAIR1B","RAN_SINCLAIR1C","RAN_SINCLAIR1D","RAN_SINCLAIR1E","RAN_SINCLAIR1F","RAN_SINCLAIR1G","RAN_SINCLAIR1H","RAN_SINCLAIR1I","SINCLAIR1_1","SINCLAIR1_2","SINCLAIR1_3","SINCLAIR1_4","SINCLAIR1_5","SINCLAIR1_6","SINCLAIR1_7","SINCLAIR1_8","SINCLAIR1_9","SINCLAIR1_10","SINCLAIR1_DK","SINCLAIR1_SKP","SINCLAIR1_REF","SINCLAIR4","SINCLAIR5","RAN_SINCLAIRREVISED1A","RAN_SINCLAIRREVISED1B","SINCLAIRREVISED1","RAN_SINCLAIRREVISED2A","RAN_SINCLAIRREVISED2B","SINCLAIRREVISED2","RAN_SINCLAIRREVISED3A","RAN_SINCLAIRREVISED3B","SINCLAIRREVISED3","SINCLAIR9","RAN_SINCLAIR12A","RAN_SINCLAIR12B","SINCLAIR12","RAN_SINCLAIR13A","RAN_SINCLAIR13B","SINCLAIR13","SINCLAIR14","RAN_SINCLAIR15_1A","RAN_SINCLAIR15_1B","RAN_SINCLAIR15_1C","SINCLAIR15_1","RAN_SINCLAIR15_2A","RAN_SINCLAIR15_2B","RAN_SINCLAIR15_2C","SINCLAIR15_2","RAN_SINCLAIR15_3A","RAN_SINCLAIR15_3B","RAN_SINCLAIR15_3C","SINCLAIR15_3","RAN_SINCLAIR15_4A","RAN_SINCLAIR15_4B","RAN_SINCLAIR15_4C","SINCLAIR15_4","SINCLAIR16_1","SINCLAIR16_2","SINCLAIR16_3","SINCLAIR16_4","SINCLAIR16_5","SINCLAIR16_DK","SINCLAIR16_SKP","SINCLAIR16_REF","SINCLAIR17","SINCLAIR18","PartyID7","IDEO","QPA003B","VOTE20","QPA015A","QPAC2","HHINC_9","HHINC_4","STARTDT","ENDDT","duration","SURV_MODE","SURV_LANG","Device","GENDER","AGE","AGE4","AGE7","RACETHNICITY","EDUC5","MARITAL","EMPLOY","INCOME","STATE","REGION4","REGION9","METRO","INTERNET","HOUSING","HOME_TYPE","PHONESERVICE","HHSIZE","HH01","HH25","HH612","HH1317","HH18OV"
"743",2672,0.90001781,2,2,1,9,NA,3,0,3,3,2,6,"",NA,"1. Not being taken charitably.
When someone assumes the worst about your intentions or takes the words you say at their worst possible value. They are not interested in actually listening to you just attributing negativity to you.

2.Being pushed around.
If someone has leverage or power over you and unfairly use it to force you into doing actions you'd rather not do. It's a loss of agency as well as doing some kind of work usually.

3.Being ignored or dismissed.
You have something important or relevant to add and you are instead ignored or have your opinion trivialized in some way. It shows that people don't care about you or what you have to add.",312,"",NA,1,1,2,1,4,5,15,5,3,1,2,1,32,NA,NA,NA,NA,3,1,2,1,16,2,1,2,1,2,7,3,9,5,6,1,2,4,8,1,4,1,1,3,4,4,3,2,45,2,3,5,1,2,4,4,2,2,2,2,3,5,6,1,2,4,2,3,2,3,2,2,1,3,3,3,3,"9",3,4,4,4,2,1,75,75,1,22,50,1,2,3,3,3,1,2,4,4,4,19,17,7,15,3,13,12,9,5,10,14,6,18,1,16,2,11,4,20,8,5,2,5,2,5,2,5,4,6,1,5,2,5,5,5,2,1,2,5,3,2,3,1,4,6,5,7,1,1,1,1,1,1,1,"Johnathin Smith",5,4,9,1,8,6,3,2,7,1,1,0,0,0,0,1,0,1,1,0,0,0,2,4,1,2,2,1,2,2,1,2,1,1,2,1,1,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,3,NA,NA,NA,NA,1,1,1,1,0,0,0,0,2,2,5,4,3,2,4,1,8,4,"11/28/2020 20:43","11/28/2020 21:09",26,2,1,"Desktop",1,35,2,3,1,2,1,1,14,"MN",2,4,1,1,1,1,4,4,0,0,0,0,1
"744",2673,1.23691147,1,3,2,1,3,1,1,3,3,3,8,"",NA,"",NA,"Work,  go home, sleep",33,1,7,1,2,23,4,9,4,5,NA,NA,NA,NA,1,2,2,41,2,1,2,2,23,2,2,1,4,5,5,4,2,3,1,8,6,7,9,2,3,2,3,3,2,4,3,3,50,3,5,4,2,3,1,3,3,2,2,3,5,4,2,3,1,6,2,2,3,3,3,3,3,3,3,3,4,"19",9,2,2,2,2,1,95,77,1,19,50,2,1,3,3,2,3,1,3,3,2,15,5,19,4,14,2,3,1,13,18,20,12,16,8,17,6,7,11,9,10,3,3,4,3,2,3,3,3,3,3,3,3,3,3,4,2,3,3,5,2,6,3,5,7,2,4,1,3,2,2,1,2,2,1,"John Smith",6,7,2,8,4,9,5,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,2,1,1,2,1,2,2,1,98,2,1,2,2,1,2,1,3,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,1,2,4,4,3,2,2,1,4,2,"11/20/2020 8:19","11/20/2020 8:53",34,2,1,"Smartphone",2,48,3,4,1,3,3,1,7,"NC",3,5,1,1,1,4,2,5,0,0,0,0,5
"745",2676,1.13322794,2,1,1,1,NA,4,1,2,2,3,4,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,2,3,5,4,1,2,2,2,2,2,2,6,3,5,4,1,2,2,4,2,2,2,3,3,3,3,3,"42",5,4,4,4,1,2,90,90,NA,NA,NA,NA,NA,NA,NA,2,3,1,77,4,77,2,9,10,15,6,18,19,16,13,3,5,20,12,14,4,1,17,11,7,8,2,5,2,2,2,5,3,2,3,2,3,2,2,2,3,2,5,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2,3,7,4,6,9,8,5,1,0,0,0,0,0,1,1,0,0,1,0,0,0,77,2,2,1,1,2,1,2,2,1,1,2,1,2,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,3,0,0,0,1,0,0,0,0,1,2,-1,6,4,99,99,1,3,1,"11/17/2020 0:17","11/19/2020 10:21",29,1,1,"Phone interview (not online)",2,69,4,6,1,2,4,3,6,"MI",2,3,0,0,1,4,3,1,0,0,0,0,1
"746",2678,1.26433058,3,3,1,11,1,3,1,2,4,2,6,"",NA,"",NA,"Daily NY Times crossword

Review news via smart phone app from WA Post, NY Times,LA Times; read news as available from Press Run, Popular Information

Help my daughter with her remote schooling.",150,1,9,1,2,12,2,6,2,5,2,1,2,185,NA,NA,NA,NA,2,2,1,2,11,2,2,1,2,7,4,5,9,2,3,1,7,6,8,2,4,2,2,2,2,3,4,3,32,2,4,5,2,3,1,4,4,4,2,2,4,5,2,3,1,6,1,4,4,4,3,2,3,3,3,2,3,"18",2,3,3,3,1,2,50,50,1,38,4,2,1,3,1,2,3,1,4,2,2,4,19,12,20,11,5,9,18,16,15,17,2,13,3,14,1,10,7,6,8,1,6,3,6,1,6,1,1,6,1,1,1,6,2,6,1,6,2,6,1,6,5,1,3,4,7,2,2,3,3,2,1,2,4,"John Smith",8,5,7,2,3,4,6,9,1,1,1,0,1,1,0,1,0,0,0,0,0,0,2,2,2,1,1,2,1,2,2,1,1,2,2,1,1,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,NA,NA,NA,NA,0,0,0,0,1,0,0,0,1,2,3,4,4,1,1,1,6,3,"11/19/2020 10:58","11/19/2020 11:19",21,2,1,"Desktop",1,60,4,5,1,5,1,1,11,"WA",4,9,1,1,1,1,2,4,0,0,0,1,3
"747",2679,1.05586929,3,1,1,9,1,4,0,2,3,2,6,"I'm afraid that if my son would get covid he would die.  He is overweight.

I'm afraid that I may bring in covid to my elderly friend who is home bound.  He has no idea how bad it could be for him.  He likes the idea of the herd mentality. 

I've never spent my life being afraid of things each day.  I live in a great small city with people who walk by my house each day and never have had a reason to feel afraid.",549,"",NA,"",NA,1,9,2,1,12,6,25,6,6,2,1,1,40,NA,NA,NA,NA,2,2,1,2,26,1,1,2,1,4,7,1,3,4,9,8,6,5,2,4,4,3,4,4,5,4,3,1,NA,2,1,3,4,5,2,3,1,2,1,2,1,3,4,6,5,2,2,3,4,2,4,1,1,3,3,4,3,"40",6,4,4,4,1,2,50,50,1,66,8,1,2,3,1,1,3,2,4,4,4,12,17,16,10,19,15,14,7,1,13,3,4,9,8,20,6,5,2,18,11,1,6,2,6,1,5,6,2,2,3,1,1,6,1,6,3,3,3,6,2,1,2,7,3,6,5,4,2,1,2,1,1,2,4,"smith",5,4,1,2,8,7,3,9,6,1,1,0,1,0,1,1,0,1,0,0,0,0,2,2,1,2,1,1,2,2,1,2,1,1,2,1,1,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,1,0,0,0,1,0,0,0,0,1,1,3,4,4,1,1,1,6,2,"11/18/2020 9:17","11/18/2020 10:39",44,2,1,"Desktop",2,73,4,6,1,4,3,5,10,"MI",2,3,0,1,1,1,2,1,0,0,0,0,1
"748",2682,0.35208329,2,2,2,14,3,3,1,3,4,2,6,"",NA,"Republicans and their beliefs absolutely infuriate me. From enforcing their religion as law, to suppressing the rights of anyone who isn't a straight white male, to the corrupt policies they enact and enforce regarding businesses and trade, among other reasons. The world is better off without them, and they all should die in a slow, painful fire; one which is a prelude to the perdition that awaits them.",340,"",NA,1,10,1,2,7,4,12,4,5,NA,NA,NA,NA,2,1,2,12,3,2,1,2,12,2,2,1,2,5,4,5,6,3,7,2,9,1,8,1,3,1,2,2,1,3,1,1,NA,2,4,5,3,2,1,5,5,4,3,1,4,5,6,3,2,1,3,3,3,2,4,3,3,3,3,4,1,"",NA,1,2,3,1,2,90,90,1,32,60,2,1,3,3,3,2,1,3,1,2,4,5,11,10,17,19,15,12,6,13,3,7,2,9,14,20,18,1,8,16,2,6,5,6,3,5,5,3,6,2,1,1,5,3,4,2,5,2,3,2,6,5,3,4,1,7,2,2,3,4,1,1,3,3,"I forgot... Joe something?",4,9,6,7,1,3,8,5,2,0,1,0,0,0,1,1,0,1,0,0,0,0,4,4,2,1,1,2,1,1,2,1,2,2,1,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,1,NA,NA,NA,NA,1,0,0,1,1,0,0,0,1,2,1,2,4,1,3,1,1,1,"11/18/2020 15:30","11/18/2020 16:07",38,2,1,"Desktop",1,30,2,2,1,3,5,6,2,"MO",2,4,1,1,1,1,3,6,0,0,0,1,13
"749",2685,0.86776725,2,2,2,12,4,3,1,3,3,3,6,"",NA,"It makes me angry when people lie to me and they know I know they’re lying and they still lie. It makes me angry when I ask for help with something and the person isn’t doing a single thing and doesn’t help me. It makes me angry when I get my hopes up and get ready to do something and then my husband changes his mind and we don’t do what he said we were gonna do.",102,"",NA,1,1,1,2,14,3,10,5,2,NA,NA,NA,NA,1,2,2,59,2,1,2,2,16,2,1,2,2,3,9,1,5,8,3,2,4,7,6,3,5,3,4,4,3,3,1,2,NA,2,1,5,3,2,4,4,4,2,4,2,1,5,3,2,4,6,3,2,4,4,4,4,3,3,3,3,5,"1 year",1,4,4,4,2,1,62,60,1,52,50,1,2,3,1,1,3,2,98,98,98,9,14,19,10,15,11,1,13,5,8,17,3,2,4,12,18,16,7,20,6,2,5,5,5,5,3,4,2,5,3,5,3,4,2,5,2,5,3,5,4,4,1,7,6,3,5,2,2,2,2,1,2,2,2,"John Smith",2,8,6,5,9,7,1,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,1,2,1,1,2,2,1,2,1,1,1,2,1,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,3,NA,NA,NA,NA,1,1,0,1,0,0,0,0,1,1,4,4,2,4,4,1,3,1,"11/21/2020 10:32","11/21/2020 10:56",25,2,1,"Smartphone",2,32,2,2,1,1,3,4,6,"FL",3,5,1,1,2,4,4,4,0,1,0,0,3
"750",2686,0.39377176,3,3,1,10,NA,4,0,4,4,3,6,"",NA,"",NA,"My morning ritual includes several cups of coffee to get up and moving. Then the breakfast dilemma is addressed. Then a quick check of incoming email and a careful review of the current happenings from online news and opinion websites. 
My attention is then directed to what chores I can accomplish during the morning hours. This includes yardwork in the summer, splitting and hauling wood in the winter and the many other distractions that need attention inside and outside the house.
After lunch, rest is needed to improve digestion. That's the time I take to keep up with my reading. My reading is for entertainment and is viewed online using the local library apps installed on my reader.",448,1,5,1,2,29,2,8,2,2,2,1,2,49,NA,NA,NA,NA,3,2,1,1,17,2,2,1,1,6,3,9,7,6,4,5,2,1,8,1,3,1,2,3,3,5,1,4,NA,3,3,4,5,2,1,4,3,2,3,2,3,6,4,5,2,1,2,2,3,4,4,3,1,3,3,1,4,"55",2,2,2,2,1,2,0,0,1,45,50,2,1,3,1,3,2,1,4,4,4,15,13,11,3,9,18,20,7,19,12,16,10,6,4,14,5,2,17,1,8,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,6,1,1,6,6,2,3,4,1,7,6,5,1,1,1,1,1,1,1,"Can't remember his name. Didn't seem important at the time.",9,8,5,2,3,6,7,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,2,1,1,2,1,1,2,1,2,1,2,1,1,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,3,1,0,0,1,1,0,0,0,2,1,5,4,5,2,2,1,4,2,"11/18/2020 11:02","11/18/2020 11:30",29,2,1,"Desktop",1,71,4,6,1,3,1,5,7,"WY",4,8,0,1,1,1,4,2,0,0,0,0,2
"751",2689,0.60213136,2,1,1,12,1,4,1,4,4,3,6,"I am not afraid of things.  I know that God is in control!",95,"",NA,"",NA,1,10,2,1,15,5,23,4,2,2,1,1,33,NA,NA,NA,NA,3,1,2,1,34,3,1,2,1,7,5,3,6,8,4,1,9,7,2,1,2,1,2,2,2,3,1,98,NA,2,5,3,4,1,2,3,3,2,2,2,5,3,6,4,1,2,1,3,3,4,3,3,98,3,3,98,3,"52",2,4,3,3,2,1,998,998,1,59,50,1,2,3,2,3,1,2,4,4,4,18,13,15,17,5,3,11,16,14,19,6,8,4,20,1,9,7,12,2,10,6,2,6,2,6,2,6,98,98,98,6,98,3,98,3,6,1,1,6,5,2,4,6,3,7,1,5,1,1,1,1,1,1,1,"John Smith",9,1,2,8,7,5,4,6,3,0,1,1,1,0,1,1,1,1,0,0,0,0,4,3,1,2,2,1,2,2,1,2,1,1,2,1,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,3,0,0,0,0,0,0,1,0,98,1,5,5,4,2,3,1,4,2,"11/28/2020 12:08","11/28/2020 12:40",32,2,1,"Desktop",1,73,4,6,4,3,1,5,7,"AR",3,7,0,1,1,1,3,2,0,0,0,0,2
"752",2693,1.08400241,1,1,1,2,NA,4,0,1,3,2,6,"Coronavirus makes me feel afraid because I know that it can impact my ability to go to work and it is highly contagious. I am also afraid it will lead to my death.

I am afraid that I will do badly at work and get fired. Then my family won't have enough money.

I am afraid that my bad sleeping habits will lead to an early death. I can't help that I'm an insomniac.",149,"",NA,"",NA,1,3,2,1,11,6,10,6,5,1,2,2,12,NA,NA,NA,NA,3,2,1,2,8,3,1,2,4,5,5,3,9,4,8,7,1,6,2,4,5,3,4,5,5,5,1,3,40,2,5,3,4,1,2,5,4,4,4,4,5,3,4,1,6,2,5,5,4,3,3,2,3,3,3,2,1,"",NA,1,1,1,1,2,0,0,1,20,23,1,2,3,3,3,1,2,4,2,3,15,5,20,3,9,11,10,4,8,14,7,19,1,18,16,17,12,13,6,2,2,5,5,6,2,5,2,1,5,1,1,1,6,4,5,2,6,1,4,2,3,5,2,7,1,4,6,1,1,1,1,1,1,1,"Rob",1,3,8,7,5,2,6,9,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,2,2,1,2,2,1,2,1,1,1,2,1,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,3,0,0,0,1,1,0,0,0,1,2,3,4,4,1,1,1,8,4,"11/18/2020 7:55","11/18/2020 8:09",14,2,1,"Desktop",2,28,1,2,4,5,5,1,15,"MN",2,4,1,1,2,3,4,2,0,0,0,0,1
"753",2695,0.35328013,1,3,2,1,7,2,1,2,3,3,6,"",NA,"",NA,"working - spiritual things - Praying to God - Listening to music",80,1,5,1,2,6,1,8,1,2,NA,NA,NA,NA,1,2,2,15,1,1,2,1,12,1,2,1,5,4,9,7,8,3,2,1,6,4,5,3,3,3,3,3,4,3,3,1,NA,3,3,2,1,4,5,4,4,2,3,2,3,2,1,6,4,5,3,4,4,4,4,3,3,3,3,3,5,"10",2,4,4,4,2,1,76,72,1,35,50,2,1,3,3,3,2,1,3,3,3,10,16,13,9,15,7,8,12,3,14,2,19,1,6,17,11,4,20,18,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,7,4,1,3,2,6,4,4,4,4,4,4,4,"John Smith",6,3,7,9,1,8,4,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,2,1,2,2,1,2,2,1,98,2,2,1,1,1,2,1,2,NA,NA,NA,NA,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,1,1,4,5,5,98,4,1,3,1,"11/17/2020 17:43","11/17/2020 17:58",15,2,1,"Desktop",1,49,3,4,4,3,3,4,5,"NC",3,5,1,1,2,3,4,1,0,0,0,0,1
"754",2702,0.8176899,1,3,2,12,3,2,0,4,2,3,6,"",NA,"",NA,"As a college student I am using my laptop and attending zoom everyday for classes in my fraternity. I walk down to the basement to eat lunch with my brothers 5 days a week. Hygiene is so very important when living with so many people during a pandemic so cleaning not just ones self but the living space is essential.",99,1,1,1,2,6,6,8,5,4,NA,NA,NA,NA,2,1,1,11,1,1,2,2,12,2,1,2,4,6,5,9,4,1,3,7,2,6,8,2,4,1,2,5,1,4,1,1,0,3,5,4,1,3,2,4,4,1,1,1,5,4,1,3,2,6,2,2,2,4,1,2,3,3,3,3,1,"",NA,2,2,2,2,1,22,20,1,24,21,1,2,3,2,1,3,2,3,3,2,5,13,14,18,9,4,15,1,3,16,20,7,2,10,17,19,6,11,12,8,1,6,1,1,3,2,6,1,1,2,6,1,6,1,6,4,5,1,6,2,6,1,5,3,7,4,2,1,1,3,1,1,1,1,"Jeff",5,4,8,7,6,1,9,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,2,1,1,2,1,1,2,1,1,2,1,2,2,1,2,1,NA,NA,NA,NA,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,0,0,2,2,7,4,4,2,2,1,2,1,"11/21/2020 10:02","11/21/2020 10:14",12,2,1,"Smartphone",1,23,1,1,1,3,5,1,4,"MO",2,4,1,1,1,1,4,3,0,0,0,0,3
"755",2703,1.02413304,2,3,1,14,3,3,1,3,4,3,77,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,3,3,4,5,1,2,3,4,3,3,3,3,4,5,6,1,2,3,3,3,4,3,3,3,3,3,3,2,"46",2,4,4,4,1,2,100,100,NA,NA,NA,NA,NA,NA,NA,3,1,2,4,4,4,7,15,10,17,16,3,9,4,8,5,11,6,14,12,13,1,19,18,2,20,1,1,6,6,1,1,1,6,6,1,1,1,6,1,6,1,1,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",4,8,9,3,5,1,2,7,6,0,0,0,1,1,1,1,0,0,1,0,0,0,4,2,1,2,77,1,2,77,1,2,1,2,2,1,1,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,NA,NA,NA,NA,0,0,0,0,0,1,0,0,2,2,5,6,3,2,2,1,9,4,"11/17/2020 17:26","11/17/2020 18:11",47,1,1,"Phone interview (not online)",1,77,4,7,1,1,1,2,17,"MA",1,1,1,0,1,1,2,2,0,0,0,0,2
"756",2706,0.08617738,3,1,2,10,1,3,0,2,4,2,6,"Dying and not leaving my family with enough resources to make it by.
Dying and having an expensive medical bill for my wife to pay
Not having enough money to pay for cost of living",225,"",NA,"",NA,1,3,2,1,6,3,11,3,5,NA,NA,NA,NA,1,2,2,30,2,1,2,2,16,2,1,2,3,1,8,4,3,6,7,1,9,2,5,1,1,1,2,1,2,2,3,1,0,3,4,3,1,2,5,5,5,2,5,1,4,3,6,1,2,5,2,3,5,5,1,5,3,3,3,4,2,"5",3,4,4,4,1,2,75,75,1,47,7,1,2,3,1,3,1,2,4,2,2,8,12,20,15,10,4,3,14,6,7,17,1,18,9,2,13,11,5,19,16,1,5,6,6,5,6,6,1,5,1,1,1,6,2,6,2,6,1,6,1,5,2,3,1,4,7,6,2,1,3,1,1,2,2,"James",7,5,2,6,9,8,1,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,3,5,1,2,1,1,2,2,1,2,1,2,1,2,1,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,NA,NA,NA,NA,1,0,0,1,0,0,0,0,1,1,1,2,3,1,1,1,6,2,"11/17/2020 13:48","11/17/2020 14:13",25,2,1,"Smartphone",1,35,2,3,4,3,1,1,10,"TX",3,7,1,1,1,1,5,6,0,2,0,0,4
"757",2709,1.25131522,3,3,1,1,5,2,0,2,4,3,4,"",NA,"",NA,"Walking during my lunch break is something I enjoy. I get out of the office, fresh air, and stretch my legs. It's great exercise too.

I cook dinner for my children every night. Cooking together is how we get quality time.

Look through my children's papers and ask them how their day went.",197,1,1,2,1,10,5,11,3,1,1,2,1,18,NA,NA,NA,NA,2,2,1,2,14,1,2,1,5,3,9,5,3,8,2,7,4,6,1,3,4,3,4,5,4,5,3,1,NA,2,5,3,2,4,1,3,4,2,2,2,5,3,2,4,6,1,2,4,4,2,5,1,3,3,3,2,4,"9",10,4,4,4,1,2,97,99,1,21,52,2,1,3,1,3,2,1,4,3,2,19,11,9,15,10,20,5,3,12,8,18,17,2,7,4,14,16,13,6,1,2,6,6,5,5,5,6,1,5,1,4,2,6,5,5,1,6,5,5,4,6,3,7,4,5,1,2,3,3,2,1,4,2,1,"I can't remember the name of the article.",7,9,4,6,1,5,8,3,2,0,0,0,0,1,1,1,0,0,0,0,0,0,2,2,2,1,1,2,1,2,2,1,1,2,1,2,1,1,2,1,2,NA,NA,NA,NA,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,2,1,6,5,3,2,2,1,4,2,"11/17/2020 14:02","11/19/2020 18:42",24,2,1,"Smartphone",2,35,2,3,4,3,2,4,7,"TX",3,7,0,1,1,1,4,6,0,0,4,2,1
"758",2710,1.53948298,2,2,2,1,8,3,0,2,3,2,6,"",NA,"Hearing Pres Trump tell lies , over & over again with insufficient rebutting of his statements.
  Seeing/hearing examples of people being treated unfairly. 
   Hearing someone trying to justify white supremacy.",426,"",NA,1,5,2,1,16,3,28,3,5,NA,NA,NA,NA,2,1,1,39,3,2,1,2,31,3,1,2,1,5,8,3,7,9,1,5,6,2,4,2,4,2,1,4,4,4,3,2,NA,2,3,1,5,2,4,4,3,2,2,2,3,1,5,6,2,4,2,3,3,2,4,2,1,1,1,1,4,"50",2,3,3,2,1,2,50,75,1,187,51,1,2,3,2,3,1,2,3,3,3,8,3,17,19,7,18,12,9,14,16,1,10,13,20,5,6,11,15,2,4,1,6,5,6,4,5,4,1,5,1,1,1,6,4,3,1,6,3,5,1,2,1,4,6,7,5,3,3,3,4,1,1,2,3,"John",3,9,8,1,4,5,2,7,6,0,0,0,1,1,1,1,0,0,0,0,0,0,2,2,1,2,1,1,2,2,1,2,1,1,2,1,1,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,NA,NA,NA,NA,1,0,0,1,1,0,0,0,1,1,6,4,4,1,3,1,8,4,"11/17/2020 17:49","11/17/2020 19:28",42,2,1,"Smartphone",1,81,4,7,1,5,1,5,14,"PA",1,2,1,1,1,1,3,3,0,0,0,0,3
